,xgb_importance,boruta_score,shap_mean_abs,avg_norm_rank,xgb_importance_norm,boruta_score_norm,shap_mean_abs_norm
tc_mayorista_diff1,0.00046769319924351295,0.0,473.9087308883667,0.0015026798336198095,0.0022540502672129853,0.0,0.002253989233646444
merval_maximo_hp_ema20,0.000720725459541427,0.0,199.5828815460205,0.0014742634654523119,0.0034735408111433814,0.0,0.0009492495852135536
merval_maximo_pct10,0.0006880865712446393,0.0,165.54555969238282,0.001367866624445803,0.003316237487071304,0.0,0.0007873623862661045
merval_apertura_diff3,8.103431900963187e-05,0.0,598.3709293365479,0.001078832560084663,0.00039054540179871237,0.0,0.0028459522784552767
merval_apertura_pct10,0.00047318223732872866,0.0,193.9522735595703,0.001067658063853457,0.0022805047202234955,0.0,0.0009224694713368757
merval_apertura_spec_centroid_diff1,0.00016428232192993163,0.0,425.60322723388674,0.0009386666137155356,0.0007917596669001986,0.0,0.002024240174246408
tc_mayorista_spec_centroid,0.0003130726909148507,0.0,242.78701162338257,0.0008878638096315191,0.0015088557707384613,0.0,0.001154735658156096
m1_diff3,0.00016045734337239993,0.0,387.74306030273436,0.0008724986811427083,0.0007733251590783323,0.0,0.0018441708843497926
base_monetaria_hp_rm20,0.00016860539763001724,0.0,371.71289749145507,0.0008601745014409347,0.0008125947569821613,0.0,0.0017679287473406427
merval_maximo_diff3,0.00021721775410696865,0.0,310.06781311035155,0.0008405389064570485,0.001046882309770957,0.0,0.0014747344096001885
m2_transaccional_diff3,0.0002365436012041755,0.0,283.46439895629885,0.0008294091563897232,0.0011400233494183933,0.0,0.0013482041197507761
tc_minorista_spec_centroid_diff1,0.00011821869375125971,0.0,385.5252544403076,0.0008011261181423579,0.0005697557259130769,0.0,0.0018336226285139965
m2_transaccional_pct3,0.0003963157437283371,0.0,94.14738883972169,0.0007859423052795337,0.0019100461787695362,0.0,0.00044778073706906507
m1_hp_rm20,0.00029469736973624093,0.0,192.42005882263183,0.0007784925994217285,0.0014202957966362845,0.0,0.0009151820016289009
m2_diff3,0.00028087790014978963,0.0,206.0162239074707,0.0007778468051949668,0.0013536927774680208,0.0,0.0009798476381168797
base_monetaria_diff10,0.00017800740679376758,0.0,308.97605285644534,0.0007758165378127717,0.0008579077983138914,0.0,0.0014695418151244235
tasa_prestamos_personales_hp_rm20,0.0001967757544662163,0.0,284.1305735230446,0.0007665781745034884,0.0009483619660346466,0.0,0.001351372557475819
prestamos_privados_ars_diff1,0.00020888715880573727,0.0,245.56099853515624,0.000724887386106223,0.0010067329541781104,0.0,0.0011679292041405587
merval_cierre_pct1,6.228782160633273e-05,0.0,393.66396870613096,0.0007241760857257022,0.00030019654158530386,0.0,0.0018723317155918031
prestamos_privados_ars_hp_ema20,0.0001214148462167941,0.0,330.5772087097168,0.0007191467099506539,0.0005851596024942289,0.0,0.0015722805273577327
merval_maximo_hp_rm20,0.0001537684423965402,0.0,297.066068649292,0.0007179946321731875,0.0007410879594432192,0.0,0.0014128959370763433
prestamos_privados_ars_spec_centroid_diff1,0.00026135407206311355,0.0,168.44391937255858,0.0006869150123893689,0.0012595975672169963,0.0,0.0008011474699511105
tasa_prestamos_personales_hp_ema20,0.00015426794925588183,0.0,274.74592819213865,0.0006834109831952018,0.0007434953358420954,0.0,0.0013067376137435099
tasa_prestamos_personales_spec_centroid,0.000172055129223736,0.0,244.6237365722656,0.0006642307297109523,0.0008292207597404059,0.0,0.0011634714293924512
m2_hp_rm20,0.00034755979031615426,0.0,65.05129966735839,0.0006614871424471987,0.0016750665596630071,0.0,0.0003093948676785891
merval_cierre_spec_centroid_diff3,6.812827596149872e-05,0.0,344.9742959976196,0.0006563667104540978,0.00032834464748293256,0.0,0.001640755483879361
tc_mayorista_hp_ema20,0.0002660747530171648,0.0,139.09469680786134,0.0006479688580215423,0.001282348918280295,0.0,0.0006615576557843322
emae_tendencia_ciclo_std20,0.0001412129360687686,0.0,253.98114356994628,0.0006295178140244755,0.0006805766190198735,0.0,0.0012079768230535534
inflacion_std20,0.00015583422136842274,0.0,236.08994522094727,0.0006246424278525323,0.0007510439939784796,0.0,0.0011228832895791173
base_monetaria_hp_ema20,0.00018123542758985423,0.0,204.13366241455077,0.0006147863750391832,0.0008734652645112986,0.0,0.0009708938606062509
m1_spec_centroid,0.00010636169827193953,0.0,277.25740203857424,0.0006104311555008159,0.0005126108628452919,0.0,0.001318682603657156
merval_apertura_spec_centroid_diff3,9.67810021393234e-05,0.0,286.7059600830078,0.0006100193885041855,0.00046643663856163757,0.0,0.0013636215269509189
prestamos_privados_ars_pct1,0.0002197293044446269,0.0,152.24083709716797,0.0005943565470645501,0.0010589867421614092,0.0,0.000724082899032241
m2_spec_centroid_diff3,0.0001800945792638231,0.0,182.95543518066407,0.0005793778688702025,0.0008679669389459508,0.0,0.0008701666676646568
tc_minorista_pct3,0.0002563068141171243,0.0,96.4501407623291,0.0005646684289678663,0.0012352722763206315,0.0,0.00045873301058296746
merval_maximo_spec_centroid_diff3,0.0001468453970119299,0.0,203.33463363647462,0.0005582719484667574,0.0007077222993815608,0.0,0.0009670935460187115
merval_minimo_spec_centroid_diff1,7.368109399976674e-05,0.0,272.58574028015136,0.0005505232956314141,0.0003551064883717633,0.0,0.0012964633985224792
m1_diff10,0.00018337672736379318,0.0,160.89855575561523,0.0005496819099590153,0.0008837852720192914,0.0,0.0007652604578577543
emae_tendencia_ciclo_hp_ema20,0.00018470079430699116,0.0,156.9180722951889,0.0005454984110739861,0.0008901666208435862,0.0,0.0007463286123783721
tc_mayorista_hp_rm20,0.00021059391765447798,0.0,126.83869857788086,0.0005394082553821082,0.001014958689008753,0.0,0.0006032660771375714
merval_minimo_spec_centroid_diff3,0.00016478591387567577,0.0,167.19554901123047,0.000529798914331236,0.0007941867313982648,0.0,0.0007952100115954431
merval_minimo_diff10,0.00014300864422693848,0.0,187.16969833374023,0.0005264804846944579,0.0006892310455976092,0.0,0.0008902104084857645
inflacion_diff10,0.0002631482421520559,0.0,63.27461261749268,0.0005230630759326644,0.0012682445810605746,0.0,0.00030094464673741865
m2_diff1,8.077180646068883e-05,0.0,246.66164855957032,0.0005208147669325283,0.00038928022094500544,0.0,0.0011731640798525794
tc_minorista_pct1,0.00012430558272171765,0.0,200.7823486328125,0.000518015325458394,0.0005990915249637123,0.0,0.0009549544514114699
tasa_prestamos_personales_spec_centroid_diff3,5.9677061653928834e-05,0.0,263.18542633056643,0.0005131226333534559,0.00028761396784280876,0.0,0.001251753932217559
m1_pct10,0.0002478187302585866,0.0,69.92716746330261,0.0005089830715178371,0.001194363903651519,0.0,0.0003325853109019922
tasa_prestamos_personales_diff10,0.00014715614706801717,0.0,170.47099685668945,0.0005066695169667824,0.0007092199611993785,0.0,0.0008107885897009688
merval_cierre_spec_centroid,0.0001645560925680911,0.0,152.67358169555663,0.000506406736982452,0.0007930791061845342,0.0,0.0007261411047628218
tc_mayorista_pct10,0.00017795025596569757,0.0,137.4354106903076,0.0005037660576229819,0.0008576323595444353,0.0,0.0006536658133245103
tc_minorista_diff3,8.42222485516686e-05,0.0,224.4901180267334,0.0004912074060463825,0.000405909647949195,0.0,0.0010677125701899525
tc_minorista_spec_centroid_diff3,0.00012542078111437148,0.0,175.91262016296386,0.0004803786971094135,0.0006044662305164609,0.0,0.0008366698608117796
tc_mayorista_diff3,0.0001940667038979882,0.0,106.28333320617676,0.0004802689998369164,0.000935305680061096,0.0,0.0005055013194496533
m2_pct3,0.00011628389802353922,0.0,184.29531860351562,0.0004789901144630739,0.0005604309659334043,0.0,0.0008765393774558172
tasa_prestamos_personales_spec_centroid_diff1,4.686829106503865e-05,0.0,243.60194396972656,0.000461497877173984,0.00022588201874614204,0.0,0.00115861161277581
m2_transaccional_spec_centroid,0.00011887964556080987,0.0,164.33879013061522,0.0004515213251744697,0.000572941187248288,0.0,0.000781622788275121
m2_transaccional_diff1,9.075476009456906e-05,0.0,188.9897575378418,0.00044542001413184237,0.0004373931277446326,0.0,0.0008988669146508945
merval_maximo_spec_centroid_diff1,0.00016921039823500906,0.0,106.73991928100585,0.0004410611601243181,0.0008155105611408525,0.0,0.0005076729192321018
merval_maximo_pct3,0.0001534380627617793,0.0,119.34628677368164,0.0004357088684922523,0.0007394956927495425,0.0,0.0005676309127272143
m2_transaccional_dom_freq,0.0002574928046669811,0.0,7.533002471923828,0.0004256054618439896,0.001240988165112987,0.0,3.582822041898185e-05
badlar_spec_centroid_diff1,3.873320365528343e-05,0.0,228.9397430419922,0.000425183548687223,0.00018667491464580572,0.0,0.0010888757314158632
m1_dom_freq_diff3,0.00020949032010619817,0.0,54.98121185302735,0.00042371324619407407,0.0010096398937972356,0.0,0.0002614998447849866
merval_minimo_diff3,3.52278011632734e-05,0.0,230.05353622436525,0.00042131790794516636,0.0001697806056488295,0.0,0.0010941731181866696
tc_mayorista_dom_freq_diff3,0.00024666311074383884,0.0,12.5472562789917,0.00041615707964040745,0.001188794388250767,0.0,5.967685067045527e-05
tc_mayorista_spec_centroid_diff3,5.732356112275738e-05,0.0,204.32082691192628,0.00041601843458354297,0.00027627125747252,0.0,0.0009717840462781089
tc_mayorista_spec_centroid_diff1,4.8458122364536393e-05,0.0,211.76153316497803,0.0004135725036546673,0.00023354422052981733,0.0,0.0010071732904341846
m2_transaccional_diff10,5.066587909823284e-05,0.0,207.65881690979003,0.0004106148676978432,0.00024418451776650794,0.0,0.0009876600853270217
merval_apertura_dom_freq,0.00024394569720413982,0.0,4.626950979232788,0.0003992347833569624,0.0011756977968844736,0.0,2.2006553186413522e-05
prestamos_privados_ars_diff3,7.662039879505756e-05,0.0,173.7024055480957,0.00039847673207897647,0.00036927248601714723,0.0,0.0008261577102197822
base_monetaria_spec_centroid_diff3,3.1613690407539255e-05,0.0,213.53407611846924,0.0003893220592872564,0.00015236237650229382,0.0,0.0010156038013594754
m2_transaccional_spec_centroid_diff3,9.574290270393248e-05,0.0,145.55724868774413,0.0003845760486519986,0.00046143351191040266,0.0,0.000692294634045593
m2_spec_centroid,5.907478516746778e-05,0.0,176.03752880096437,0.00037399174659601386,0.00028471129259022976,0.0,0.0008372639471978118
prestamos_privados_ars_diff10,0.0001110492095904192,0.0,122.49062252044678,0.0003725960841314111,0.0005352023526447442,0.0,0.0005825858997494892
m2_transaccional_hp_rm20,0.00011946511513087899,0.0,108.88877248764038,0.0003645520287203091,0.0005757628614633375,0.0,0.0005178932246975898
emae_tendencia_ciclo_hp_rm20,0.00015638051900168648,0.0,71.03159255981446,0.00036383834009680907,0.000753676878801752,0.0,0.0003378381414886754
prestamos_privados_ars_hp_rm20,0.00012381940387058422,0.0,102.38347930908203,0.00036123378154994686,0.0005967483829828514,0.0,0.00048695296166698923
m1_diff1,5.371658626245335e-05,0.0,170.76539306640626,0.00035702540238677117,0.00025888741981815714,0.0,0.0008121887873421562
m2_spec_centroid_diff1,0.00010730283702287124,0.0,116.20077667236328,0.0003566056757186889,0.000517146686877913,0.0,0.0005526703402781539
tc_minorista_diff1,5.4773758711235133e-05,0.0,165.2224884033203,0.0003499360913747156,0.00026398246897542756,0.0,0.000785825805148719
badlar_spec_centroid_diff3,5.423458442237461e-05,0.0,163.86915435791016,0.00034692434570008615,0.0002613839151545762,0.0,0.0007793891219456822
merval_minimo_spec_centroid,6.492475076811389e-05,0.0,149.6536003112793,0.00034156093529792475,0.0003129052379942927,0.0,0.0007117775678994817
merval_cierre_diff3,7.355661991823582e-05,0.0,139.8842803955078,0.0003399398774104211,0.00035450658476574617,0.0,0.0006653130474655171
tc_minorista_spec_centroid,9.991896076826379e-05,0.0,111.23121376037598,0.00033686477233003015,0.00048156004958729935,0.0,0.0005290342674027913
base_monetaria_pct1,7.932375719974517e-05,0.0,132.0900863647461,0.00033684796495169644,0.00038230133857329883,0.0,0.0006282425562817905
m2_transaccional_hp_ema20,4.613079722730618e-05,0.0,164.28174571990968,0.0003345597127146266,0.00022232766263256666,0.0,0.0007813514755113132
merval_apertura_pct3,4.917487476632232e-05,0.0,154.11236000061035,0.00032332759610950447,0.00023699861316452814,0.0,0.0007329841751639853
prestamos_privados_ars_spec_centroid,0.00011052616973756812,0.0,90.97516136169433,0.00032179155038107685,0.0005326815588380585,0.0,0.000432693092305172
base_monetaria_dom_freq_diff3,0.00010044609039141505,0.0,98.30092656612396,0.0003172120705552144,0.0004841005540672487,0.0,0.0004675356575983945
merval_apertura_spec_centroid,6.554281389981043e-05,0.0,132.01652507781984,0.0003145922278572655,0.0003158839970812507,0.0,0.0006278926864905457
tasa_prestamos_personales_pct1,4.74733180453768e-05,0.0,149.68534267544746,0.0003135754966388632,0.00022879795002097808,0.0,0.0007119285398956114
inflacion_spec_centroid_diff3,2.450558679356618e-05,0.0,162.26069769859313,0.0002966146200183238,0.00011810482715932929,0.0,0.0007717390328956421
emae_original_hp_ema20,7.143563061617897e-05,0.0,114.67289695739746,0.00029656265078759953,0.0003442844637026432,0.0,0.0005454034886601553
prestamos_privados_ars_pct3,0.00011019957910320954,0.0,74.56717338562012,0.00029525383627924956,0.0005311075532552621,0.0,0.0003546539555824866
merval_cierre_dom_freq_diff3,0.00015939528052513196,0.0,24.542569732666017,0.00029497836983676857,0.0007682065406153023,0.0,0.00011672856889500329
m2_diff10,9.386108886246802e-05,0.0,89.84185943603515,0.0002932223390485976,0.000452364098459322,0.0,0.00042730291868647093
emae_original_diff3,0.00015022279185359367,0.0,32.2387809753418,0.0002924442374189126,0.0007239996747157534,0.0,0.00015333303754098442
prestamos_privados_ars_pct10,1.9721967646546545e-05,0.0,163.99721231460572,0.0002916827773680383,9.505014508564224e-05,0.0,0.0007799981870184726
m2_pct1,2.976488128751953e-05,0.0,151.393465423584,0.0002878348956845982,0.00014345202951040507,0.0,0.0007200526575433895
merval_cierre_spec_centroid_diff1,9.021669429785107e-05,0.0,88.90124435424805,0.0002858763707507536,0.00043479991630852,0.0,0.00042282919594374094
prestamos_privados_ars_spec_centroid_diff3,5.223945727266255e-05,0.0,126.8379913330078,0.0002850103669586539,0.00025176838751336534,0.0,0.0006032627133625962
m1_spec_centroid_diff1,5.115568983455887e-05,0.0,124.97611694335937,0.0002803174969392257,0.0002465451636405238,0.0,0.0005944073271771533
tasa_prestamos_personales_diff1,4.945107157254825e-05,0.0,121.76187858581542,0.0002724832056735158,0.00023832974538086975,0.0,0.0005791198716396775
inflacion_spec_centroid,4.1764484558370894e-05,0.0,128.82199783325194,0.00027132772400560577,0.0002012841917117405,0.0,0.0006126989803050769
merval_maximo_pct1,4.115660758543527e-05,0.0,124.96516218185425,0.0002642365831260279,0.00019835452487994903,0.0,0.0005943552244981346
merval_apertura_diff1,3.340817802381935e-05,0.0,128.85101089477538,0.000257949297317305,0.00016101092067084076,0.0,0.0006128369712810743
emae_original_spec_centroid_diff1,0.0001369919136777753,0.0,23.10684976577759,0.0002567111399848076,0.0006602333754924503,0.0,0.00010990004446197267
base_monetaria_pct10,6.236886147235055e-05,0.0,98.43186950683594,0.00025624851928630584,0.0003005871137209429,0.0,0.00046815844413797465
m2_hp_ema20,7.662322095711716e-05,0.0,80.22805328369141,0.0002502880450605169,0.0003692860874446532,0.0,0.00038157804773689743
m1_spec_centroid_diff3,7.630588358438217e-05,0.0,79.10887451171875,0.0002480039080713883,0.00036775667801349843,0.0,0.0003762550462006665
tc_mayorista_dom_freq_diff1,9.325802138846485e-05,0.0,59.031410217285156,0.00024340695901710175,0.0004494576110373902,0.0,0.0002807632660139151
base_monetaria_dom_freq_diff1,3.541204473549442e-05,0.0,116.64411718845368,0.0002418158368838575,0.0001706685686850011,0.0,0.0005547789419665714
base_monetaria_diff1,3.099979476246517e-05,0.0,119.79621124267578,0.00023972484381345829,0.00014940370264289555,0.0,0.0005697708287974793
tc_mayorista_pct3,4.7842941057751887e-05,0.0,101.15916862487794,0.00023723642852600292,0.00023057935041585173,0.0,0.00048112993516215703
badlar_diff3,5.109399457978725e-05,0.0,96.76706466674804,0.00023549605889622524,0.0002462478229784644,0.0,0.0004602403537102114
base_monetaria_diff3,4.36100202932721e-05,0.0,104.0036720275879,0.00023494587732746095,0.00021017876260379922,0.0,0.0004946588693785836
merval_maximo_spec_centroid,6.654652356701263e-05,0.0,79.64947128295898,0.00023318253231551368,0.0003207213820319423,0.0,0.0003788262149145988
emae_tendencia_ciclo_diff10,4.987593427969727e-05,0.0,93.2970377445221,0.00022803789959295116,0.00024037737382645566,0.0,0.00044373632495239775
badlar_dom_freq,0.00010156614591778634,0.0,38.86091690063476,0.00022477589761163742,0.000489498668605998,0.0,0.00018482902422891414
emae_original_hp_rm20,9.00424383871723e-05,0.0,49.09452841281891,0.00022248729402148473,0.00043396008886894156,0.0,0.00023350179319551263
badlar_pct1,2.0929209858877586e-05,0.0,117.78408069610596,0.00022035641852694306,0.00010086845639676897,0.0,0.0005602007991840602
merval_apertura_dom_freq_diff3,0.00013010576367378235,0.0,5.143166875839233,0.00021716909844211247,0.0006270455329459364,0.0,2.4461762380401036e-05
merval_minimo_pct1,3.077183700952446e-05,0.0,104.95964221954345,0.00021583689414576094,0.00014830505884230069,0.0,0.0004992056235949821
emae_original_spec_centroid_diff3,8.948111308200168e-05,0.0,41.217789435386656,0.00020909782750643585,0.0004312547780879429,0.0,0.00019603870443136466
m1_pct3,1.9697699644893874e-05,0.0,111.91893329620362,0.0002090794539693064,9.493318530153931e-05,0.0,0.00053230517660638
merval_cierre_pct3,3.396239843596049e-05,0.0,95.35073623657226,0.00020572868268230852,0.00016368198937592832,0.0,0.00045350405867099723
badlar_pct3,2.052537602139637e-05,0.0,107.60690002441406,0.00020357286715243285,9.892217671864553e-05,0.0,0.000511796424738653
badlar_diff1,8.39698659547139e-06,0.0,114.51863708496094,0.0001950463772457788,4.046932884617665e-05,0.0,0.0005446698028911597
m2_transaccional_pct10,1.760075319907628e-05,0.0,104.11588282585144,0.0001933398338822151,8.482693893282642e-05,0.0,0.0004951925627138189
badlar_dom_freq_diff3,4.641489604182425e-05,0.0,72.6602855682373,0.00018976045220947137,0.0002236968786267593,0.0,0.0003455844780016549
inflacion_diff3,8.118355208353023e-05,0.0,35.43163986206055,0.00018659448008631323,0.00039126463152161983,0.0,0.00016851880873731983
emae_desestacionalizado_spec_centroid_diff3,6.056403717593639e-05,0.0,55.84720516204834,0.0001858358019156278,0.0002918887518585403,0.0,0.0002656186538883432
tasa_prestamos_personales_pct10,8.202749986594427e-05,0.0,33.40880270004273,0.00018474329991641325,0.0003953320430801824,0.0,0.00015889785666905733
inflacion_spec_centroid_diff1,1.5436051356232383e-05,0.0,94.9732723236084,0.00017536764071353066,7.439414500896564e-05,0.0,0.0004517087771316263
m2_transaccional_spec_centroid_diff1,2.548172537899518e-05,0.0,79.65937476158142,0.00016722755020904512,0.00012280933311084203,0.0,0.0003788733175162933
emae_tendencia_ciclo_spec_centroid,8.79521214358192e-05,0.0,14.738939762115479,0.00016466221916282349,0.00042388579338981477,0.0,7.010086409865565e-05
emae_desestacionalizado_spec_centroid,5.235796907072654e-05,0.0,50.02174072265625,0.00016341710865639889,0.00025233955585732693,0.0,0.00023791177011186978
base_monetaria_dom_freq,6.868509004789302e-05,0.0,33.210590028762816,0.0001629944468167687,0.00033102821641712936,0.0,0.0001579551240331767
merval_minimo_dom_freq_diff3,1.1496133447508328e-05,0.0,86.81475009918213,0.00015610372212024708,5.540568627293697e-05,0.0,0.00041290548008780423
m2_transaccional_pct1,2.601922496978659e-05,0.0,71.75847854614258,0.00015556504953313807,0.0001253998157139885,0.0,0.00034129533288542564
base_monetaria_pct3,1.40788545650139e-05,0.0,83.3950756072998,0.0001548313541974847,6.785312667717288e-05,0.0,0.0003966409359152812
badlar_pct10,2.2028823968867074e-05,0.0,74.99860072135925,0.00015429131653142063,0.0001061680534028021,0.0,0.00035670589619145977
tasa_prestamos_personales_pct3,2.8194632614031433e-05,0.0,66.54291687011718,0.00015079115167795462,0.0001358842063139343,0.0,0.0003164892487199295
merval_minimo_diff1,2.584361245681066e-05,0.0,68.75094680786133,0.00015051481958105374,0.0001245534501212461,0.0,0.00032699100862191514
badlar_dom_freq_diff1,2.4467565435770666e-05,0.0,68.7263053894043,0.0001482651309673844,0.00011792158299020858,0.0,0.00032687380991194457
base_monetaria_spec_centroid_diff1,1.7139089777629124e-05,0.0,71.07697715759278,0.00014021864914930544,8.260194921700716e-05,0.0,0.00033805399823090917
tasa_prestamos_personales_diff3,2.8540001585497522e-05,0.0,59.38878345489502,0.00014000390238256159,0.00013754871420859556,0.0,0.00028246299293908917
merval_maximo_dom_freq,8.266756240118411e-05,0.0,2.718964695930481,0.00013711622651548617,0.00039841682842862015,0.0,1.2931851117838354e-05
merval_minimo_dom_freq_diff1,8.310598844047945e-05,0.0,1.8852588653564453,0.00013649881070091477,0.000400529825437397,0.0,8.966606665347363e-06
m2_pct10,1.4149074718261546e-05,0.0,64.67526168823242,0.0001252659737531207,6.819155314017812e-05,0.0,0.00030760636811918393
emae_desestacionalizado_spec_centroid_diff1,2.2747299226466566e-05,0.0,55.3059700012207,0.00012422506607948753,0.00010963074935176508,0.0,0.0002630444488866975
m1_dom_freq_diff1,7.34969377390371e-05,0.0,2.8982076168060305,0.000122667768860012,0.00035421894613386456,0.0,1.3784360446171448e-05
merval_apertura_pct1,2.9491400346159936e-05,0.0,46.128583145141604,0.00012050974918911986,0.00014213398642158888,0.0,0.00021939526114577072
merval_minimo_pct3,2.99290448310785e-05,0.0,44.628986144065856,0.00011883538119080392,0.00014424321672421158,0.0,0.00021226292684820017
m1_pct1,1.935960699483985e-05,0.0,53.7300238609314,0.00011628424366293034,9.330374568293963e-05,0.0,0.00025554898530585137
m2_dom_freq_diff3,3.181085057804012e-05,0.0,32.54574909210205,0.0001027018734799297,0.00015331259116378571,0.0,0.00015479302927600335
tasa_prestamos_personales_dom_freq_diff3,1.330749205550319e-05,0.0,50.288865661621095,0.00010110593377196311,6.413554029042832e-05,0.0,0.00023918226102546104
emae_original_dom_freq_diff1,5.217364523559809e-05,0.0,6.355287265777588,9.389267193307084e-05,0.00025145120599357645,0.0,3.022680980563607e-05
emae_original_spec_centroid,4.9078616757469715e-05,0.0,1.9178210735321044,8.188539169070887e-05,0.00023653469709534742,0.0,9.121477976779222e-06
